"","X","Scenario","id","Choice","submitdate","startlanguage","startdate","Gender","Age","MaritalStatus","Occupation","Occupation.other.","Education","Householdsize","IncomeLevel","CityCountry","Nationality","DriversLicense","Carownership","ModeOfTransport.SQ001.","ModeOfTransport.SQ002.","ModeOfTransport.SQ003.","ParkingCosts.SQ001.","CongestionCosts.SQ001.","LowIncLikert.SQ001.","AffordableTrLikert.SQ001.","Resources","interviewtime","Time_Group1","Time_Group2","Time_Group3","Time_Group4","DailyTravelCost.Alt1","DelayOfTravel.Alt1","PeopleBenefiting.Alt1","CongestionReduction.Alt1","DailyTravelCost.Alt2","DelayOfTravel.Alt2","PeopleBenefiting.Alt2","CongestionReduction.Alt2","DailyTravelCost.Alt3","DelayOfTravel.Alt3","PeopleBenefiting.Alt3","CongestionReduction.Alt3","RR_Total","percent_RR_Total","RR_Gr2","RR_Gr3","RR_Gr4"
"375",2725,"S17","0675464_46","Alt1","1/28/2019 14:17","en","1/28/2019 14:08","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",5,5,3,5,"Equally per capita",538.38,47.32,41.32,394.59,55.15,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"376",2756,"S17","0675464_47","Alt1","1/28/2019 14:30","en","1/28/2019 14:21","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Munich, Germany ","german","Yes","yes, a privately owned/leased car","Public Transport","Public Transport","Public Transport",4,1,2,5,"Based on some measure of need",522.88,98.33,24.32,306.23,94,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"377",2728,"S17","0675464_49","Alt1","1/28/2019 14:50","en","1/28/2019 14:40","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","I prefer not to answer","Munich, Germany ","Bangladeshi ","No","no","Public Transport","Public Transport","Walking",4,5,1,5,"Based on some measure of need",639.64,226.09,44.17,231.86,137.52,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"378",2782,"S17","0675464_5","Alt3","1/28/2019 8:27","en","1/28/2019 8:02","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",3,4,2,3,"Based on some measure of need",1499.14,1274.24,32.16,145.47,47.27,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"379",2767,"S17","0675464_50","Alt2","1/28/2019 15:00","en","1/28/2019 14:53","Female","25-29 years","Single","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","50,000-60000 €","Munich (Fürstenried West), Germany","German/Czech","Yes","no","Public Transport","Walking","Public Transport",2,3,4,1,"Based on some measure of need",445.13,97.25,50.48,242.68,54.72,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"380",2726,"S17","0675464_51","Alt1","1/28/2019 15:02","en","1/28/2019 14:57","Male","25-29 years","Married","student (university)",NA,"Graduate degree (MSc / PhD / etc.)","1","0-5,000 €","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",1,3,5,3,"Based on some measure of need",266.93,43.84,16.01,145.16,61.92,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"381",2745,"S17","0675464_54","Alt1","1/28/2019 16:17","en","1/28/2019 16:12","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","0-5,000 €","Munich","German","Yes","yes, a privately owned/leased car","Bike","Bike","Bike",3,3,4,2,"Equally per capita",289.14,29.72,36.32,178.62,44.48,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,0,0,1
"382",2750,"S17","0675464_55","Alt3","1/28/2019 16:42","en","1/28/2019 16:32","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","German","Yes","no","Public Transport","Walking","Public Transport",2,2,2,2,"Based on some measure of need",589.34,81.97,32.9,347.41,127.06,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"383",2758,"S17","0675464_56","Alt3","1/28/2019 17:57","en","1/28/2019 17:48","Female","18-24 years","Single","student (university)",NA,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","2","0-5,000 €","Munich, Germany","German","Yes","no","Bike","Public Transport","Public Transport",2,1,4,3,"",506.05,106.87,47.82,267.49,83.87,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"384",2779,"S17","0675464_57","Alt1","1/28/2019 18:26","en","1/28/2019 18:19","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Indian","Yes","no","Public Transport","Public Transport","Public Transport",1,1,3,2,"Based on some measure of need",427.75,55.06,63.43,256.14,53.12,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"385",2772,"S17","0675464_58","Alt1","1/28/2019 19:50","en","1/28/2019 19:47","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany ","Indian","Yes","no","Public Transport","Public Transport","Public Transport",3,3,4,4,"Based on some measure of need",199.73,39.89,17.22,110.47,32.15,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,3,100,1,1,1
"386",2780,"S17","0675464_6","Alt2","1/28/2019 8:22","en","1/28/2019 8:07","Male","30-39 years","Married","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","2","30,000-40,000 €","","Austria","Yes","yes, a privately owned/leased car","Public Transport","Bike","Car",3,1,1,5,"Based on some measure of need",896.28,99.45,34.64,659.56,102.63,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"387",2734,"S17","0675464_61","Alt1","1/28/2019 20:25","en","1/28/2019 20:15","Male","25-29 years","Single","Employed - half-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Sylhet, Bangladesh ","Muslim","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",1,1,5,3,"Based on some measure of need",614.1,115.62,60.57,367.12,70.79,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"388",2771,"S17","0675464_62","Alt3","1/28/2019 20:20","en","1/28/2019 20:17","Female","25-29 years","Married","student (university)",NA,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",">4","0-5,000 €","Munich","Bangladeschi","No","no","Public Transport","Public Transport","Public Transport",1,2,4,5,"",181,104.22,28.21,33.75,14.82,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,0,1,1
"389",2768,"S17","0675464_63","Alt2","1/28/2019 20:22","en","1/28/2019 20:17","Male","25-29 years","Single","student (university)",NA,"Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",1,1,3,3,"Equally per capita",293.05,91.56,52.53,101,47.96,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,0,1,0
"390",2786,"S17","0675464_64","Alt3","1/28/2019 20:25","en","1/28/2019 20:19","Female","18-24 years","Single","student (university)",NA,"Not graduated",">4","I prefer not to answer","
Khulna,Bangladesh
 ","Bangladeshi ","No","no","Public Transport","Public Transport","Walking",5,5,5,5,"Based on some measure of need",381.4,116.5,38.66,139.5,86.74,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"391",2729,"S17","0675464_66","Alt1","1/28/2019 20:26","en","1/28/2019 20:24","Female","25-29 years","Divorced / Widowed","unemployed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","0-5,000 €","Berlin,Germany","Turkish","No","no","Public Transport","Bike","Walking",2,4,3,2,"",133.12,83,16.47,22.12,11.53,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,3,100,1,1,1
"392",2761,"S17","0675464_67","Alt3","1/28/2019 20:36","en","1/28/2019 20:30","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","1","5,000-10,000 €","Munich, Germany","American","Yes","no","Public Transport","Walking","Public Transport",4,1,2,3,"Based on some measure of need",330.1,42.51,19.32,205.91,62.36,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"393",2770,"S17","0675464_69","Alt3","1/28/2019 20:38","en","1/28/2019 20:34","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","5,000-10,000 €","Munich","Bangladesh","No","no","Public Transport","Public Transport","Bike",3,3,3,3,"Based on some measure of need",260.2,91.65,23.53,100.37,44.65,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,0,1,1
"394",2762,"S17","0675464_7","Alt1","1/28/2019 8:37","en","1/28/2019 8:16","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","10,000-20,000 €","Munich, Germany ","Egyptian ","No","no","Public Transport","Public Transport","Public Transport",5,3,2,5,"Equally per capita",1242.9,529.11,38.35,565.83,109.61,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"395",2763,"S17","0675464_70","Alt3","1/28/2019 21:15","en","1/28/2019 21:05","Female","30-39 years","Married","student (university)",NA,"Graduate degree (MSc / PhD / etc.)","2","40,000-50,000 €","Berlin, Germany","Bangladeshi","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",4,4,4,4,"Equally per capita",600.06,93.09,30.83,297.81,178.33,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"396",2744,"S17","0675464_74","Alt1","1/28/2019 21:56","en","1/28/2019 21:53","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Paderborn, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",3,3,5,3,"Equally per capita",207.39,96.96,31.73,38.31,40.39,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,0,1,1
"397",2774,"S17","0675464_76","Alt3","1/28/2019 22:46","en","1/28/2019 22:42","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","5,000-10,000 €","Jena","Bangladeshi","No","no","Public Transport","Walking","Public Transport",3,2,4,3,"Based on some measure of need",261.29,139.17,35.09,46.98,40.05,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,0,1,1
"398",2792,"S17","0675464_77","Alt3","1/28/2019 23:54","en","1/28/2019 23:49","Male","30-39 years","Married","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","20,000-30,000 €","Munich ,Germany","Bangladeshi","Yes","yes, a privately owned/leased car","Public Transport","Public Transport","Public Transport",5,5,5,1,"Equally per capita",323.38,101,27.32,140.64,54.42,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"399",2777,"S17","0675464_8","Alt1","1/28/2019 8:26","en","1/28/2019 8:17","Female","25-29 years","Single","Employed - half-employed",NA,"Graduate degree (MSc / PhD / etc.)",">4","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",3,3,4,5,"Equally per capita",527.76,63.9,19.32,395.35,49.19,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"400",2787,"S17","0675464_81","Alt1","1/29/2019 8:55","en","1/29/2019 8:44","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","3","10,000-20,000 €","Munich, germany","Spanish","Yes","no","Public Transport","Walking","Public Transport",3,1,3,3,"Equally per capita",670.04,163.34,33.45,344.19,129.06,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"401",2784,"S17","0675464_82","Alt1","1/29/2019 13:49","en","1/29/2019 13:40","Female","30-39 years","Married","Employed - half-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","30,000-40,000 €","Dachau, Germany","German","Yes","yes, a privately owned/leased car","Public Transport","Car","Bike",3,4,1,2,"",556.86,112.59,43.26,306.99,94.02,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"402",2752,"S17","0675464_83","Alt1","1/29/2019 13:58","en","1/29/2019 13:50","Male","40-49 years","Married","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","4","60000-70000 €","Freising, Germany","German","Yes","no","Public Transport","Car","Bike",2,2,4,5,"Based on some measure of need",515.34,112.2,114.41,203.35,85.38,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"403",2739,"S17","0675464_85","Alt3","1/29/2019 16:58","en","1/29/2019 16:52","Female","25-29 years","Single","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","50,000-60000 €","Rosenheim, Germany","German","Yes","no","Public Transport","Car","Car",3,2,4,3,"Based on some measure of need",343.73,63.73,20.85,222.03,37.12,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,1,0,1
"404",2755,"S17","0675464_86","Alt1","1/29/2019 17:00","en","1/29/2019 16:57","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","4","40,000-50,000 €","Munich,Germany ","Indian ","Yes","no","Car","Walking","Public Transport",4,2,2,4,"",180.29,65.75,24.01,66.7,23.83,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,0,1,1
"405",2776,"S17","0675464_87","Alt1","1/29/2019 18:03","en","1/29/2019 17:47","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","1","40,000-50,000 €","Aachen","Indian ","Yes","no","Car","Public Transport","Carsharing",1,2,3,3,"Based on some measure of need",966.81,56.19,39.84,771.03,99.75,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"406",2769,"S17","0675464_88","Alt3","1/29/2019 18:02","en","1/29/2019 17:51","Male","30-39 years","Married","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","40,000-50,000 €","","","Yes","yes, a privately owned/leased car","Car","Public Transport","Carsharing",2,3,3,5,"Based on some measure of need",674.38,82.81,44.9,392.41,154.26,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"407",2735,"S17","0675464_9","Alt1","1/28/2019 9:17","en","1/28/2019 9:11","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Kassel ","Indian ","No","no","Public Transport","Walking","Public Transport",4,2,4,2,"",371.52,37.56,23.53,257.53,52.9,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"408",2781,"S17","0675464_91","Alt1","1/30/2019 8:34","en","1/30/2019 8:27","Female","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","5,000-10,000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Public Transport","Public Transport","Public Transport",3,4,3,1,"Based on some measure of need",427.8,100.11,25.41,239.34,62.94,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"409",2721,"S17","0675464_92","Alt1","1/30/2019 9:32","en","1/30/2019 9:21","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Indian","Yes","yes, a privately owned/leased car","Public Transport","Public Transport","Public Transport",4,2,3,5,"Based on some measure of need",667.54,81.97,234.14,281.55,69.88,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"410",2775,"S17","0675464_93","Alt3","1/30/2019 13:48","en","1/30/2019 13:40","Male","30-39 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","2",">70000 €","Ingolstadt, Germany","German","Yes","yes, a privately owned/leased car","Car","Car","Public Transport",2,1,3,3,"Based on some measure of need",504.66,64.99,31.16,283.58,124.93,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"411",2743,"S17","0675464_96","Alt1","1/31/2019 14:15","en","1/31/2019 14:08","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Sylhet, Bangladesh ","Bangladeshi ","No","no","Public Transport","Walking","Bike",5,5,5,5,"Equally per capita",385.66,196.56,42.66,94.21,52.23,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,0,1,0
"412",2788,"S17","0675464_97","Alt1","2/2/2019 21:50","en","2/2/2019 21:46","Male","25-29 years","Single","student (university)",NA,"Graduate degree (MSc / PhD / etc.)","2","20,000-30,000 €","Gainesville, Florida, USA","Bangladeshi","Yes","no","Public Transport","Public Transport","Public Transport",2,1,5,5,"Equally per capita",257.67,90.43,17.56,104.73,44.95,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,1,1,0
"413",2759,"S17","0675464_98","Alt2","2/8/2019 10:00","en","2/8/2019 9:56","Male","30-39 years","I prefer not to answer","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","3","60000-70000 €","Ingolstadt, Germany","German","Yes","yes, a privately owned/leased car","Car","Car","Public Transport",4,4,4,2,"Based on some measure of need",267.39,65.6,18.09,104.71,78.99,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,1,1,0
"414",3305,"S18","0682312_11","Alt2","1/28/2019 23:46","en","1/28/2019 23:09","Male","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","tehran","iran","Yes","yes, a privately owned/leased car","Car","Car","Car",1,4,3,1,"Based on some measure of need",1153.36,274.53,42.51,582.96,253.36,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"415",3313,"S18","0682312_12","Alt2","1/29/2019 0:18","en","1/29/2019 0:09","Male","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","40,000-50,000 €","Netherlands Utrecht ","Iran","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",2,2,4,3,"Based on some measure of need",586.82,113.13,53.04,330.45,90.2,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"416",3354,"S18","0682312_13","Alt2","1/29/2019 7:36","en","1/29/2019 3:41","Male","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","I prefer not to answer.","0-5,000 €","Germany","Iranian","No","no","Public Transport","Public Transport","Public Transport",5,5,5,5,"Based on some measure of need",314.89,128.99,37.93,109.96,38.01,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"417",3308,"S18","0682312_14","Alt2","1/29/2019 5:38","en","1/29/2019 5:26","Female","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","0-5,000 €","Tehrab,iran","Iranian","Yes","no","Public Transport","Public Transport","Public Transport",1,2,4,2,"",686.66,101.14,38,440.28,107.24,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"418",3367,"S18","0682312_15","Alt2","1/29/2019 6:36","en","1/29/2019 6:20","Female","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","Tehran,Iran","Irainian","Yes","yes, a privately owned/leased car","Carsharing","Public Transport","Public Transport",3,2,4,5,"",930.11,111.7,68.82,608.15,141.44,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"419",3358,"S18","0682312_16","Alt1","1/29/2019 8:13","en","1/29/2019 8:08","Male","65 or older","Divorced / Widowed","retired","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","2","20,000-30,000 €","munich,Germany","German","No","no","Public Transport","Public Transport","Public Transport",5,5,5,1,"",285.68,68.52,17.84,162.11,37.21,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"420",3353,"S18","0682312_17","Alt3","1/29/2019 8:56","en","1/29/2019 8:42","Male","30-39 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","20,000-30,000 €","Munich,German","Iranian","Yes","no","Public Transport","Bike","Bike",2,2,1,1,"Equally per capita",522.48,51.51,85.11,234.38,151.48,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"421",3309,"S18","0682312_18","Alt3","1/29/2019 9:27","en","1/29/2019 9:21","Male","30-39 years","Single","Employed - half-employed","","Graduate degree (MSc / PhD / etc.)","3","5,000-10,000 €","Tehran, Iran","Iranian","Yes","no","Car","Walking","Car",5,4,3,4,"",370.86,79.12,35.26,228.6,27.88,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,1,33.3333333333333,0,0,1
